ID_Temps,ID_Condition,Temperature,Humidite,Vitesse_Vent
40848,12,33.2,0.45,11.54
10441,9,25.03,0.69,20.22
30821,15,22.71,0.79,11.08
11046,35,30.09,0.54,3.06
47640,35,15.38,0.96,13.31
45272,35,10.29,0.61,9.72
52057,35,12.24,0.74,7.74
56284,15,3.98,0.82,13.46
35086,35,2.76,0.57,16.18
27246,9,10.46,0.93,3.14
39685,9,3.96,0.92,10.0
47962,9,9.83,0.77,10.5
59583,12,12.9,0.4,19.72
32378,12,22.06,0.73,9.21
6334,35,16.14,0.99,13.2
28786,12,19.88,0.55,6.76
20396,15,15.88,0.71,3.88
29974,9,0.59,0.83,10.08
42615,13,0.46,0.96,3.22
13812,35,4.88,0.73,13.93
34494,11,-6.62,0.99,3.22
29395,24,-5.95,1.0,13.91
10180,13,1.72,1.0,6.44
58126,13,1.03,1.0,9.72
44404,21,-0.99,0.88,9.26
30859,23,-3.89,0.85,10.95
33289,12,7.78,0.95,10.74
21306,9,23.54,0.71,10.26
18938,12,24.21,0.65,4.65
26065,12,29.91,0.3,4.86
39391,9,30.99,0.38,21.67
14397,12,17.69,0.79,6.15
57847,12,31.07,0.41,9.29
5095,9,18.77,0.9,17.44
35125,9,16.5,0.78,6.28
9588,9,18.71,0.9,2.83
11387,35,3.87,0.92,24.91
27897,9,6.9,0.86,0.0
40623,9,12.18,0.83,3.2
9928,9,17.66,0.64,3.85
23416,12,23.92,0.57,4.7
56969,9,12.22,0.65,14.1
52415,14,20.04,0.32,31.77
44422,13,1.09,0.85,9.23
53943,11,-1.62,0.82,3.24
9612,24,-1.25,0.99,4.89
57551,12,6.21,0.77,10.37
13834,12,8.09,0.75,7.65
42374,19,26.13,0.28,4.67
5732,15,16.07,0.78,3.48
36679,15,27.78,0.33,12.62
25204,12,23.96,0.36,10.84
24911,12,22.2,0.55,21.96
11403,9,14.97,0.42,12.75
11405,13,5.92,0.93,3.16
12352,12,30.04,0.47,1.61
27314,15,22.75,0.34,9.66
27010,15,13.75,0.78,2.7
12354,15,21.98,0.5,14.96
22565,9,1.11,0.89,6.44
38237,9,9.1,0.53,20.87
18068,9,7.29,0.72,12.16
1214,35,3.89,0.92,14.49
50374,12,22.61,0.71,6.07
5436,12,22.29,0.81,4.72
59947,9,15.98,0.79,3.3
23450,12,10.91,0.93,3.04
16326,12,6.61,0.76,11.38
34265,15,7.12,0.57,3.22
15723,12,3.84,0.49,10.67
37628,3,10.0,0.61,30.59
48289,9,19.98,0.53,23.47
59658,12,10.0,0.86,0.0
21962,12,10.56,0.93,6.44
3064,35,8.96,0.93,23.22
8473,12,16.18,0.44,14.49
32132,9,11.6,0.57,16.99
15420,9,15.02,0.51,26.77
50399,35,12.76,0.69,6.26
23170,35,18.92,0.9,3.38
29474,9,27.3,0.67,13.78
8775,9,16.72,0.83,13.23
14745,9,16.67,0.78,3.46
48858,24,-0.02,1.0,11.03
20766,13,0.15,0.99,4.93
6421,33,-1.27,0.92,11.27
35186,35,8.01,0.82,9.37
21674,24,-2.77,0.99,4.54
25556,9,2.15,0.92,3.91
10559,9,1.07,0.86,9.35
5153,35,5.97,0.8,24.23
12083,9,1.09,0.92,8.07
615,35,2.2,0.86,12.35
56704,35,2.73,0.96,6.89
32483,9,18.79,0.46,10.93
58531,12,23.96,0.34,11.79
19312,9,32.05,0.37,11.82
16952,12,26.02,0.47,12.43
40694,12,28.13,0.65,7.76
7074,12,32.15,0.49,9.32
21690,35,1.98,0.92,6.13
47184,3,2.16,0.72,33.6
39800,35,9.39,0.86,10.98
46863,12,18.83,0.46,16.12
54301,12,2.48,0.7,17.42
40407,35,2.65,0.68,22.57
19020,12,10.12,0.92,7.97
20200,12,22.2,0.55,1.82
18742,12,1.09,0.51,20.79
36756,35,8.91,0.83,20.4
32174,12,2.02,0.86,13.56
1888,15,4.86,0.82,7.57
48896,12,20.25,0.44,8.4
55829,15,7.7,0.94,7.82
50451,12,25.96,0.3,13.33
36431,15,11.48,0.93,3.27
13910,15,13.81,0.94,5.75
39526,12,22.32,0.28,6.92
43627,15,23.94,0.24,14.6
57652,9,19.88,0.64,5.97
37986,9,28.77,0.37,25.2
33105,12,18.79,0.66,6.15
9115,15,20.38,0.54,6.5
57348,35,20.14,0.55,15.79
2205,12,15.03,0.83,8.19
1281,11,-2.16,0.75,10.75
23224,24,-6.07,0.88,6.28
12442,35,3.92,0.88,8.23
45721,9,3.79,0.57,27.79
48350,12,0.79,0.88,3.14
29528,33,-4.18,0.92,3.53
7651,9,0.02,0.92,12.09
3769,15,5.74,0.82,13.88
53141,13,4.17,0.95,5.72
21425,9,8.81,0.55,12.69
47220,9,3.87,0.85,13.99
8828,11,-0.09,0.85,13.15
8525,33,-1.69,0.69,24.78
13927,12,5.93,0.87,11.33
48642,15,20.93,0.6,9.23
41603,25,22.84,0.37,29.74
4917,12,19.96,0.61,9.05
32542,9,27.67,0.39,9.42
24428,12,21.67,0.59,6.63
13642,25,12.04,0.62,33.62
20830,35,13.08,0.55,25.02
10619,15,27.92,0.42,14.1
6490,9,12.36,0.66,4.6
57087,12,0.12,0.75,12.98
13040,23,-0.42,0.87,5.89
9754,15,11.11,0.8,6.44
11841,35,16.02,0.62,9.4
18789,12,7.38,0.6,7.74
19958,35,7.25,0.86,14.35
51661,9,16.57,0.85,11.88
59187,12,17.24,0.34,15.54
1006,35,12.87,0.48,16.92
45144,9,12.22,0.58,11.41
686,9,13.82,0.58,12.65
17020,35,5.91,0.79,0.52
46043,9,20.56,0.77,11.04
7136,9,20.56,0.77,6.05
33146,9,8.79,0.58,25.55
25641,35,3.66,0.84,7.08
53792,9,3.18,0.87,22.35
22380,12,15.11,0.43,12.48
58892,9,7.74,0.65,7.86
28323,35,10.14,0.63,14.22
54102,13,1.21,1.0,11.24
37738,35,7.02,0.87,12.72
12499,24,-1.14,0.99,6.23
58294,9,23.73,0.42,14.46
7139,9,25.56,0.57,8.95
6852,12,26.13,0.36,10.51
41939,35,13.31,0.9,11.14
58903,12,24.44,0.6,12.69
34382,35,16.56,0.87,19.37
48127,12,17.5,0.93,11.03
26552,9,17.73,0.9,8.24
8590,9,8.91,0.58,22.6
405,12,10.37,0.55,9.72
47274,35,4.91,0.88,17.71
21176,12,21.04,0.46,12.25
48694,12,17.19,0.41,20.09
32898,12,23.89,0.32,3.14
59785,12,18.59,0.74,7.08
47554,12,17.76,0.73,12.61
39896,9,12.7,0.71,14.81
55271,35,9.01,0.66,12.2
50207,13,1.86,0.89,3.33
56203,12,13.84,0.84,1.47
28662,33,-1.11,0.76,16.16
51716,15,9.22,0.93,3.22
34991,35,13.92,0.84,10.87
1989,13,5.33,0.93,3.32
35299,15,9.79,0.81,10.37
51119,35,8.87,0.83,3.57
56828,12,13.89,0.59,27.56
14263,12,10.96,0.93,1.3
38402,9,20.04,0.61,10.79
33801,9,27.15,0.29,4.91
52274,12,14.19,0.76,5.81
29890,35,7.82,0.95,9.47
50216,9,9.83,0.89,6.04
24175,15,17.22,0.48,20.93
12525,12,16.11,0.62,8.05
10979,12,20.0,0.37,17.71
37147,9,12.78,0.69,9.66
4115,12,16.11,0.56,14.49
39003,12,11.11,0.61,9.84
31955,9,16.11,0.87,8.05
26878,12,20.0,0.49,8.05
6564,11,0.0,0.75,11.27
11586,21,-2.16,0.88,10.4
49596,11,-2.78,0.78,25.76
34109,11,-2.22,0.81,22.54
8910,35,5.0,0.93,17.71
42256,11,-2.22,0.81,14.49
28987,12,6.11,0.79,12.88
34116,35,6.11,0.93,24.15
49301,21,-3.96,0.75,0.43
59532,24,-1.67,0.96,3.22
37785,15,25.87,0.71,14.52
47879,12,20.0,0.61,24.15
59536,12,27.22,0.51,16.1
5290,12,23.89,0.69,9.66
20621,9,27.22,0.44,4.83
3558,12,21.11,0.53,20.93
2911,9,20.0,0.63,6.44
27512,12,32.22,0.3,16.1
30492,12,8.86,0.48,25.28
53242,9,5.96,0.77,24.15
33520,9,8.89,0.31,27.37
39025,35,6.67,0.55,14.49
21526,33,-2.22,0.88,3.22
48170,35,11.18,0.81,1.0
37801,12,17.22,0.67,9.66
37804,9,10.0,0.93,8.05
33840,13,6.16,1.0,9.71
39321,12,12.22,0.74,11.27
26003,13,0.56,0.96,3.22
57460,25,11.11,0.63,31.06
37494,3,7.81,0.93,34.29
23935,15,13.89,0.83,0.0
27215,9,12.16,0.58,21.78
10424,13,8.82,1.0,6.42
16518,35,11.02,0.92,6.42
37502,12,17.87,0.5,9.19
25721,12,18.87,0.84,6.13
43470,9,18.82,0.87,6.3
45564,9,12.22,0.92,11.08
8078,15,28.82,0.59,4.81
59281,35,12.71,0.93,11.21
9860,12,22.06,0.87,7.79
48462,24,-3.98,1.0,12.54
58377,35,7.48,0.99,14.7
18586,21,-5.89,0.89,3.38
9241,35,7.84,0.89,9.56
29941,35,7.69,0.93,4.14
16232,11,-0.03,0.86,11.16
18271,24,-9.87,0.92,4.77
14334,11,-2.9,0.76,16.68
17118,11,-2.67,0.91,10.0
32026,12,26.14,0.64,11.14
812,15,28.22,0.68,9.16
39674,12,23.05,0.68,9.06
58985,12,28.48,0.56,1.61
44950,12,32.82,0.4,14.46
37525,9,16.07,1.0,1.75
10446,9,19.84,0.93,14.02
4471,9,20.09,0.66,14.92
42589,35,20.81,0.74,22.36
44953,12,22.19,0.49,13.75
55361,9,5.49,0.93,1.37
29681,9,13.24,0.67,11.17
33575,9,3.62,0.64,24.7
1424,12,20.83,0.6,12.12
20971,12,15.6,0.74,11.01
57208,35,12.75,0.96,7.68
59873,9,16.04,0.56,12.33
30547,9,8.43,0.96,5.07
830,35,12.76,0.83,13.89
28162,24,-1.21,0.99,3.22
36030,13,17.04,1.0,10.96
17421,35,16.99,0.88,11.03
47069,15,7.1,0.99,3.82
12881,9,10.8,0.93,10.98
13500,9,4.97,0.99,0.13
8700,15,5.93,0.88,3.22
44973,12,18.19,0.88,5.92
51212,15,17.87,0.81,3.22
46767,24,-2.13,0.96,7.89
44096,35,7.71,0.89,9.47
52082,13,6.04,0.96,2.75
26660,21,-0.19,0.96,4.91
25460,24,-2.92,1.0,8.26
6027,21,-0.02,0.6,5.23
36940,11,-2.73,0.77,12.48
50924,35,6.02,0.8,11.59
12315,24,-3.79,0.99,15.28
29090,35,1.37,0.9,17.1
1784,24,-2.18,0.96,4.81
59341,24,-5.18,0.93,3.22
6039,9,22.12,0.39,17.47
40893,15,9.56,0.88,11.4
10189,9,23.87,0.69,12.36
34797,12,18.01,0.96,2.08
19821,9,17.88,0.77,19.46
20422,11,-0.94,0.86,8.55
9592,15,6.05,0.73,3.22
17740,9,1.11,0.78,1.96
5100,24,-0.08,0.94,11.56
47684,33,-5.51,0.92,3.09
57240,12,22.84,0.37,3.3
28807,9,16.02,0.81,10.82
45904,9,26.07,0.5,23.38
6363,15,23.87,0.55,27.87
9319,12,7.51,0.6,4.6
29998,24,-2.31,0.96,0.0
46192,13,7.53,0.77,3.33
38213,24,-2.01,0.95,3.22
26076,9,1.09,0.93,7.82
27907,9,9.36,0.63,17.13
42083,13,9.86,0.94,8.18
51240,9,12.36,0.52,14.39
870,12,12.98,0.51,7.62
46199,9,20.69,0.47,22.22
9940,15,14.54,0.7,4.91
36362,15,24.86,0.46,15.52
48265,9,19.93,0.58,20.41
15694,12,17.69,0.7,4.77
18356,12,29.95,0.29,16.66
32427,9,23.86,0.71,6.12
19848,12,28.82,0.3,3.77
22245,19,29.84,0.24,19.42
30020,9,4.89,0.94,14.17
18066,24,0.0,1.0,4.8
55770,24,-17.78,0.0,0.0
39444,9,22.15,0.4,13.81
29445,35,21.58,0.78,17.4
23158,12,23.66,0.57,11.16
11127,9,26.89,0.57,3.06
11432,12,16.98,0.8,5.57
42116,15,33.84,0.28,14.47
18380,19,21.99,0.23,26.82
39457,15,2.22,0.69,3.22
30624,15,4.44,0.73,0.0
33956,12,15.17,0.33,14.84
27030,9,12.07,0.29,9.29
21655,12,5.56,0.6,11.27
58496,35,8.33,0.6,20.93
30627,15,20.0,0.57,4.83
36707,12,17.81,0.7,5.04
33058,12,14.44,0.57,14.49
12377,13,2.25,1.0,5.06
22883,9,6.31,0.88,10.45
31509,12,11.06,0.71,10.03
22890,12,17.14,0.54,19.79
10246,12,23.92,0.37,6.3
52474,9,13.94,0.55,21.56
14740,35,16.63,0.92,6.38
48853,15,19.88,0.85,10.14
30353,9,16.69,0.89,3.78
27049,35,2.22,0.89,17.58
19298,35,2.25,0.85,8.94
3076,12,11.46,0.69,15.36
1863,23,-0.03,0.76,9.39
18718,11,-2.77,0.54,14.15
52486,11,-2.13,1.0,8.86
44479,35,4.96,0.86,25.94
26136,23,-2.89,0.92,3.32
16358,33,-2.12,0.95,8.77
30941,21,-0.1,0.57,9.26
22303,12,18.46,0.88,5.55
8786,9,18.47,0.51,5.7
46572,9,19.4,0.97,3.67
54289,15,20.35,0.93,3.04
45968,15,20.46,0.72,3.17
18731,35,11.69,0.96,6.21
37039,35,12.71,0.9,15.34
7075,9,12.04,0.84,5.54
24383,9,1.52,0.92,3.2
26149,35,12.33,0.79,9.06
28894,11,-1.94,0.87,9.0
27689,35,19.83,0.68,10.98
13303,9,11.14,0.77,24.58
56720,12,11.34,0.69,7.55
31843,12,6.23,0.85,9.6
30670,15,12.78,0.72,16.02
54888,13,2.8,1.0,4.07
30958,12,9.96,0.83,10.67
14488,9,12.02,0.75,3.14
56725,15,1.86,0.93,6.44
36140,13,12.73,0.96,16.28
13615,12,22.8,0.49,3.72
18130,15,9.56,0.89,3.43
59699,15,25.05,0.39,21.07
23215,9,22.09,0.49,17.77
40427,12,14.16,0.7,11.13
8516,9,21.38,0.44,20.93
10599,12,12.24,0.52,23.84
46878,12,6.13,0.56,24.57
19039,9,14.21,0.46,9.5
26169,9,17.22,0.79,6.02
18756,12,16.21,0.82,5.89
45999,9,18.37,0.82,4.14
331,15,20.35,0.43,5.96
19043,12,25.78,0.6,12.78
7931,15,36.79,0.32,8.07
40723,12,23.11,0.45,6.65
9710,24,-5.39,0.9,6.73
47215,35,5.09,0.89,17.34
14199,13,8.89,0.93,0.13
44802,13,8.87,0.93,3.11
17853,9,2.66,0.89,6.65
57966,9,1.18,0.85,11.21
54328,23,-0.93,0.91,9.58
18770,15,20.96,0.64,10.75
12747,15,23.71,0.46,10.59
14808,12,15.03,0.57,17.11
12749,12,26.93,0.29,13.33
6481,15,8.36,0.77,4.25
56767,12,27.22,0.56,9.5
3474,12,19.57,0.76,6.49
30409,12,21.16,0.57,4.06
51365,12,3.94,0.76,17.53
55235,9,3.29,0.73,17.1
9429,12,8.07,0.87,7.31
30414,12,10.0,0.86,14.78
18791,15,3.34,0.76,13.83
53468,9,0.87,0.83,11.01
3155,35,6.08,0.9,5.18
12766,9,14.91,0.79,12.36
59186,12,10.59,0.79,14.8
37111,12,17.22,0.41,9.37
52854,9,9.37,0.86,17.28
53778,15,4.99,0.82,10.93
49241,12,32.62,0.24,15.73
51963,15,1.27,0.78,11.38
29254,15,4.87,0.75,23.31
55572,24,-2.07,0.92,6.42
25324,9,1.92,0.61,7.68
48125,35,4.93,0.86,17.07
7696,35,4.42,0.82,14.22
4676,9,4.48,0.73,6.46
53179,9,8.75,0.55,23.14
3188,12,2.08,0.8,10.21
5881,13,0.04,0.92,3.36
25652,24,-5.95,0.92,9.18
27448,12,7.36,0.79,7.97
44853,23,-5.17,0.7,22.77
48392,12,22.71,0.67,7.73
4681,12,19.42,0.73,3.35
54108,9,19.39,0.68,11.13
48393,12,17.01,0.78,11.29
49563,12,26.42,0.54,11.64
39886,12,17.38,0.71,15.89
34978,9,18.79,0.62,4.78
57124,12,22.58,0.72,7.73
20867,9,11.1,0.76,12.12
51707,35,2.87,0.76,12.43
33164,9,3.93,0.74,14.81
59786,12,22.31,0.67,7.7
56200,12,29.86,0.36,15.39
29578,15,17.55,0.9,4.23
11570,12,4.57,0.82,6.52
16175,15,12.13,0.86,0.0
16176,9,9.91,0.87,3.22
28355,12,12.64,0.87,6.12
41657,12,6.62,0.93,11.54
49921,9,8.93,0.89,3.22
53523,9,23.17,0.58,12.54
31948,12,9.44,0.68,17.71
43117,12,17.22,0.63,8.05
14876,12,17.17,0.53,13.09
40805,9,27.73,0.45,4.43
35625,15,30.05,0.36,9.61
25976,12,27.22,0.41,12.88
44314,11,-8.09,0.83,7.49
54407,21,-10.0,0.73,16.1
15237,13,6.11,0.96,3.22
58931,9,6.11,0.76,8.05
29903,11,-1.11,0.92,25.76
15891,15,5.0,0.79,20.93
2902,24,-5.0,0.84,4.83
10101,9,2.87,0.8,24.84
16488,15,19.18,0.75,6.44
45806,15,30.99,0.45,11.46
46383,12,30.0,0.51,14.49
30186,12,32.61,0.28,25.21
32934,15,15.21,0.69,4.06
11282,12,32.78,0.3,3.22
45810,9,23.89,0.6,11.27
30488,12,16.67,0.7,0.0
45218,12,32.0,0.27,15.92
35647,12,19.15,0.72,10.72
55317,9,5.57,0.84,4.57
5294,9,7.78,0.83,14.49
39945,12,2.22,0.4,11.27
35039,9,9.88,0.34,13.07
32633,33,-1.11,0.92,4.83
22737,15,12.22,0.86,4.83
45536,12,11.96,0.52,17.61
16791,9,3.86,0.75,18.98
24226,12,11.67,0.86,0.0
49959,9,2.78,0.89,1.61
5310,13,12.78,0.96,3.22
41098,9,13.04,0.66,12.9
47906,9,23.89,0.38,11.27
46407,9,15.0,0.78,9.66
48746,9,17.78,0.7,14.49
34742,12,17.78,0.6,9.66
16215,9,15.0,0.72,0.0
31996,15,15.0,0.87,0.0
7465,9,17.22,0.81,11.27
20060,9,7.78,0.84,2.79
43464,9,5.98,0.87,7.66
31378,35,7.69,0.9,6.65
34748,15,24.28,0.83,14.1
23634,12,16.22,0.92,2.58
51777,11,-6.02,0.92,9.11
54448,24,-5.05,0.92,10.88
27540,24,-2.24,0.95,14.36
23352,12,1.09,0.78,14.22
48471,9,3.87,0.8,14.01
7787,9,12.71,0.72,17.08
44942,23,-5.66,0.87,13.6
23653,15,15.49,0.93,6.44
14954,9,21.06,0.92,1.24
36011,12,24.99,0.47,10.96
24261,9,13.88,0.92,7.87
10137,12,17.44,0.87,10.38
59570,12,20.12,0.84,15.49
27553,12,13.31,0.92,6.52
14338,12,21.13,0.57,11.03
46138,9,20.14,0.71,4.93
9254,9,15.96,0.9,6.42
26323,35,16.18,0.92,8.11
2943,35,16.09,0.97,6.67
28759,35,17.18,0.93,10.63
28148,15,17.73,0.93,6.15
11655,9,22.87,0.73,15.49
23656,12,28.95,0.38,2.43
46749,12,20.07,0.44,29.85
35093,9,15.98,0.56,4.52
14349,35,7.13,0.72,22.65
3901,35,6.48,0.96,10.51
49063,12,4.88,0.96,3.2
2956,35,9.53,0.96,6.83
57514,9,11.06,0.93,9.72
10751,35,12.23,0.92,8.16
47652,35,11.99,0.76,10.66
32691,9,4.26,0.92,6.13
54766,12,0.42,0.96,3.22
7242,12,14.93,0.96,6.3
59016,12,5.49,0.76,17.11
6645,35,7.76,0.75,13.67
50916,15,6.54,0.76,6.3
41152,35,10.57,0.93,3.22
30259,12,20.69,0.56,9.76
4197,9,29.91,0.4,3.17
7250,9,20.94,0.83,16.79
40878,12,19.86,0.63,11.37
39704,35,2.78,0.89,6.13
22519,9,4.74,0.87,2.85
39707,13,0.05,0.92,10.64
50620,35,3.89,0.82,3.36
29084,12,7.84,0.52,25.41
5078,35,8.45,0.73,10.51
51521,9,2.18,0.91,4.52
32065,11,-0.12,0.83,16.78
47665,11,-2.26,0.85,9.84
41757,11,-1.13,0.69,10.8
21302,9,8.86,0.89,9.79
15337,35,1.54,0.96,13.94
14673,24,-1.11,0.92,15.13
12321,12,0.97,0.86,12.36
51524,24,-7.24,0.99,6.31
50928,35,1.23,0.92,16.76
47674,12,20.98,0.79,12.2
8412,9,16.02,0.87,7.73
38199,12,32.2,0.42,11.01
31444,35,16.37,0.85,19.16
2699,12,26.07,0.45,4.91
53319,9,19.79,0.83,5.64
241,9,16.14,0.86,11.58
4222,9,14.77,0.83,6.46
40620,9,7.73,0.89,8.98
44989,35,3.94,1.0,9.29
19827,35,9.86,0.94,21.65
24897,12,23.48,0.59,14.97
51234,23,-2.22,0.82,8.03
14113,24,-4.31,0.92,6.44
42644,12,6.12,0.71,6.18
26686,9,9.72,0.67,16.47
33921,25,13.73,0.49,33.63
15365,12,1.74,0.9,6.41
23130,33,-4.77,0.89,3.12
34809,9,2.2,0.91,6.01
15015,12,13.93,0.42,7.78
35137,9,7.69,0.72,0.0
19548,12,22.61,0.38,7.95
9036,12,23.79,0.37,20.03
10201,15,9.51,0.84,6.28
4535,12,22.68,0.45,11.95
54525,9,3.89,0.64,9.66
41784,35,3.89,0.59,14.49
41193,15,16.78,0.88,6.36
56050,12,23.72,0.36,17.0
11407,15,13.64,0.84,1.82
13550,21,-5.97,0.81,13.19
25508,21,-0.12,0.77,25.81
4828,13,0.69,1.0,3.59
59632,24,-11.11,0.87,3.22
39438,23,-1.11,0.92,16.1
58785,24,-19.44,0.78,3.22
24926,24,-2.78,0.92,3.22
14431,35,5.0,0.86,11.27
24030,12,36.2,0.32,8.36
59078,12,22.3,0.55,5.59
44724,12,26.08,0.36,15.94
13560,12,27.22,0.37,17.44
6396,9,21.16,0.88,6.91
40368,15,33.94,0.27,20.06
9051,12,23.73,0.58,4.06
48024,15,27.76,0.4,9.85
48564,25,19.77,0.7,35.15
27026,12,11.12,0.77,14.04
43290,12,8.89,0.46,14.49
21654,15,16.11,0.41,8.05
12679,15,0.56,0.54,14.49
32775,15,2.41,0.65,1.63
17785,12,16.67,0.7,0.0
35498,9,15.0,0.93,12.88
47154,12,22.78,0.62,22.54
7310,9,5.05,0.89,11.01
1514,12,5.12,0.99,10.9
32462,9,2.96,1.0,3.36
54855,13,4.92,0.93,4.8
42690,12,4.78,0.94,3.12
25543,9,19.33,0.9,3.36
34863,35,7.24,0.75,7.12
45380,12,8.6,0.84,9.66
4867,9,10.53,0.77,10.77
34866,15,10.91,0.99,1.61
44174,12,16.13,0.81,3.53
47747,12,21.97,0.61,14.88
22596,24,-1.64,1.0,3.19
15424,35,0.92,0.79,15.15
37643,15,1.36,0.84,11.64
47175,11,-2.19,0.88,2.85
48302,33,-2.82,0.85,12.82
17517,11,-2.08,0.88,10.75
55179,21,-0.09,0.86,6.86
23482,35,1.24,0.92,19.61
18111,23,-2.26,0.84,6.46
3417,35,2.7,0.95,6.87
9668,12,2.31,0.78,7.87
57926,23,-0.07,0.69,3.17
1872,15,17.32,0.93,1.72
53084,12,27.65,0.29,14.3
11782,12,17.78,0.97,3.24
4600,12,18.88,0.92,3.27
46857,12,22.85,0.8,5.04
28556,12,28.96,0.54,10.06
26453,12,19.88,0.49,13.54
35,12,23.82,0.54,5.31
45695,9,22.17,0.67,5.17
34302,12,7.22,0.65,24.02
58542,9,7.27,0.93,11.29
6766,9,12.32,0.72,10.8
3437,15,7.08,0.87,12.49
59133,9,10.88,0.81,20.3
47470,35,1.21,0.96,17.44
14489,12,7.2,0.65,9.5
23209,12,9.01,0.92,4.73
52813,15,10.11,0.93,3.72
38614,15,21.08,0.41,11.85
38615,15,16.13,0.63,9.37
1895,12,11.62,0.93,2.96
35220,12,16.84,0.83,2.74
36432,15,16.47,0.76,13.56
4038,12,17.38,0.5,6.73
45095,12,5.19,0.64,6.41
58554,9,22.28,0.38,22.28
19638,35,17.33,0.37,12.54
2527,15,15.05,0.83,1.8
21722,11,-3.85,0.79,9.37
41008,11,-4.44,0.88,3.22
41879,11,-3.84,0.85,7.49
32833,12,12.92,0.54,20.91
46012,12,7.87,0.62,10.09
13924,35,7.11,0.93,16.21
38003,12,18.41,0.51,11.04
38005,9,22.82,0.37,17.52
27410,12,31.78,0.33,10.27
3140,12,28.86,0.33,4.83
39847,9,14.38,0.83,2.99
51064,12,14.42,0.9,6.17
18164,12,18.73,0.55,0.0
12752,35,14.97,0.42,25.76
14814,15,7.29,0.79,13.62
56764,12,17.29,0.31,12.85
25623,12,12.18,0.86,0.61
53455,15,12.89,0.8,10.79
59731,12,18.02,0.65,6.57
40447,12,17.13,0.64,9.23
22652,35,11.78,0.76,17.19
44546,12,2.75,0.86,9.72
54648,15,2.24,0.61,14.09
46917,15,12.83,0.72,9.98
31279,35,0.09,0.81,10.59
11523,35,6.09,0.85,28.59
6495,12,23.86,0.35,9.4
12161,12,12.7,0.72,11.41
4942,9,15.76,0.85,6.92
59747,12,22.13,0.43,2.67
33766,35,11.27,0.85,9.48
17304,15,17.7,0.43,11.38
54658,35,12.29,0.5,21.78
33445,35,10.94,0.71,19.51
15177,9,8.88,0.51,27.72
7400,35,2.87,0.89,17.08
1326,12,6.16,0.65,25.07
59763,15,6.17,0.68,6.86
37417,12,6.23,0.64,12.93
20268,35,4.94,0.87,8.87
35278,23,-4.53,0.86,7.94
43389,24,-6.16,0.92,11.0
57711,15,19.95,0.64,6.3
34691,12,16.78,0.77,6.44
48979,12,33.77,0.37,9.89
15857,12,7.43,0.63,14.63
54683,12,4.06,0.69,17.66
716,15,7.03,0.56,6.44
27153,35,7.09,0.47,11.22
54383,12,11.13,0.66,9.61
29577,35,15.28,0.85,12.7
54984,9,15.94,0.86,13.38
43102,12,2.87,0.76,10.88
32598,15,6.14,0.65,4.33
37135,23,-0.56,0.75,20.3
31940,12,17.68,0.71,7.74
47560,15,9.13,0.93,3.33
28666,15,9.52,0.83,3.53
20600,12,15.16,0.72,4.73
44593,9,9.95,0.71,20.08
45192,35,9.96,0.93,11.04
13993,35,11.02,0.86,9.26
53521,9,13.89,0.67,7.7
24784,12,29.93,0.37,14.33
7171,35,8.33,0.76,3.22
22705,12,17.22,0.29,24.79
22413,12,22.22,0.35,11.27
19133,9,22.78,0.32,11.27
1056,12,15.66,0.93,4.12
31057,15,17.78,0.7,14.49
48147,9,27.33,0.44,1.9
41366,35,5.0,0.93,16.1
14602,35,1.11,0.78,27.37
14890,11,-1.11,0.88,27.37
48716,11,-0.07,0.83,4.54
34113,9,8.89,0.77,17.71
39015,35,2.22,0.85,8.05
42259,24,-5.0,0.84,4.83
4424,12,4.44,0.79,17.71
8625,13,3.89,1.0,8.05
15892,12,2.15,0.92,4.88
25086,12,32.78,0.41,27.37
32628,12,7.78,0.93,6.44
40530,12,22.78,0.51,1.61
31684,9,7.22,0.79,25.76
48726,23,-0.56,0.92,3.22
27518,9,0.8,0.96,3.62
53546,23,0.0,0.47,8.05
3246,9,15.29,0.71,4.03
6274,9,19.88,0.57,10.4
18558,12,25.0,0.54,12.88
16207,9,22.22,0.38,1.61
46714,12,10.45,0.85,5.86
8939,35,10.56,0.93,11.27
38440,35,4.98,0.87,12.54
50564,35,10.0,0.77,17.71
43170,35,28.89,0.27,3.22
42286,15,15.0,0.87,3.22
54440,9,30.0,0.34,12.88
19761,35,10.42,0.79,11.03
32333,35,11.23,1.0,15.71
46412,9,12.64,0.56,14.52
50257,12,12.56,0.49,10.03
45555,12,24.0,0.37,11.58
13758,12,21.76,0.82,10.92
48186,12,28.75,0.43,8.68
11951,9,31.91,0.58,15.02
9858,9,28.79,0.52,16.95
54177,12,16.6,0.97,5.97
58971,12,26.02,0.4,9.02
6304,9,18.75,0.9,9.13
56264,24,-1.08,0.96,16.26
11324,21,-7.6,0.99,5.3
48466,24,-7.71,0.99,4.69
29938,3,3.86,0.89,38.04
5327,13,1.16,0.92,9.23
44358,9,7.32,0.72,17.39
27545,35,7.62,0.72,22.83
30234,12,5.86,0.93,4.72
19196,5,-2.2,0.96,29.87
44651,35,1.03,0.86,7.86
3289,12,24.35,0.87,3.22
22766,9,16.1,0.87,17.19
18595,15,12.86,0.99,3.45
47339,15,22.09,0.84,10.59
50893,12,32.87,0.39,15.76
27231,12,24.24,0.76,12.78
7492,12,24.94,0.69,20.38
16824,35,15.58,1.0,11.01
